id,Τίτλος,Περιοδικό,DOI,Αναφορές
pub.1133745887,Recent Smell Loss Is the Best Predictor of COVID-19 Among Individuals With Recent Respiratory Symptoms,Chemical Senses,10.1093/chemse/bjaa081,21
pub.1131000542,Systematic review of the prevalence of current smoking among hospitalized COVID-19 patients in China: could nicotine be a therapeutic option? Reply,Internal and Emergency Medicine,10.1007/s11739-020-02457-2,21
pub.1129104005,ESGE and ESGENA Position Statement on gastrointestinal endoscopy and COVID-19: An update on guidance during the post-lockdown phase and selected results from a membership survey,Endoscopy,10.1055/a-1213-5761,21
pub.1133240735,Phylogenetic analysis of SARS-CoV-2 data is difficult,Molecular Biology and Evolution,10.1093/molbev/msaa314,21
pub.1128722862,SARS-CoV-2 infection in healthcare personnel with high-risk occupational exposure: evaluation of seven-day exclusion from work policy,Clinical Infectious Diseases,10.1093/cid/ciaa888,20
pub.1130186741,Intolerance of Uncertainty and Loneliness in Older Adults During the COVID-19 Pandemic,Frontiers in Psychiatry,10.3389/fpsyt.2020.00842,20
pub.1128412622,Chronic Inflammation in the Context of Everyday Life: Dietary Changes as Mitigating Factors,International Journal of Environmental Research and Public Health,10.3390/ijerph17114135,20
pub.1132586044,"Once-per-week selinexor, bortezomib, and dexamethasone versus twice-per-week bortezomib and dexamethasone in patients with multiple myeloma (BOSTON): a randomised, open-label, phase 3 trial",The Lancet,10.1016/s0140-6736(20)32292-3,20
pub.1128097686,Commentary: Phosphodiesterase 4 inhibitors as potential adjunct treatment targeting the cytokine storm in COVID-19,Metabolism,10.1016/j.metabol.2020.154282,20
pub.1129790769,A descriptive analysis of the effect of the COVID-19 pandemic on driving behavior and road safety,Transportation Research Interdisciplinary Perspectives,10.1016/j.trip.2020.100186,20
pub.1126907828,COVID-19 related stress exacerbates common physical and mental pathologies and affects treatment (Review),Experimental and Therapeutic Medicine,10.3892/etm.2020.8671,20
pub.1129836069,IL-1 induces throboxane-A2 (TxA2) in COVID-19 causing inflammation and micro-thrombi: inhibitory effect of the IL-1 receptor antagonist (IL-1Ra).,Journal of Biological Regulators and Homeostatic Agents,10.23812/20-34-4edit-65,20
pub.1127459224,Commentary: Could iron chelators prove to be useful as an adjunct to COVID-19 Treatment Regimens?,Metabolism,10.1016/j.metabol.2020.154260,20
pub.1127452818,COVID-19 and Diabetes Mellitus: May Old Anti-diabetic Agents Become the New Philosopher’s Stone?,Diabetes Therapy,10.1007/s13300-020-00830-0,19
pub.1130090505,COVID-19 pathways for brain and heart injury in comorbidity patients: A role of medical imaging and artificial intelligence-based COVID severity classification: A review,Computers in Biology and Medicine,10.1016/j.compbiomed.2020.103960,19
pub.1127864350,Quantitative evaluation of olfactory dysfunction in hospitalized patients with Coronavirus [2] (COVID-19),Journal of Neurology,10.1007/s00415-020-09935-9,19
pub.1130357033,COVID-19 vaccines: ethical framework concerning human challenge studies,DARU Journal of Pharmaceutical Sciences,10.1007/s40199-020-00371-8,19
pub.1127770518,Serum Hydrogen Sulfide and Outcome Association in Pneumonia by the SARS-CoV-2 Coronavirus.,Shock,10.1097/shk.0000000000001562,19
pub.1127903271,Neurological manifestations of COVID-19: a review of what we know so far,Journal of Neurology,10.1007/s00415-020-09939-5,19
pub.1134735838,An action plan for pan-European defence against new SARS-CoV-2 variants,The Lancet,10.1016/s0140-6736(21)00150-1,19
pub.1128103997,Treatment adherence of patients with systemic rheumatic diseases in COVID-19 pandemic,Annals of the Rheumatic Diseases,10.1136/annrheumdis-2020-217935,19
pub.1129317158,A A Multicentre ICET-A Study of Confirmed SARS-CoV-2 Infection in Patients with Hemoglobinopathies: Preliminary Data from 10 Countries,Mediterranean Journal of Hematology and Infectious Diseases,10.4084/mjhid.2020.046,19
pub.1126890777,SBDiEM: A new mathematical model of infectious disease dynamics,Chaos Solitons & Fractals,10.1016/j.chaos.2020.109828,19
pub.1128954614,Risk factors for positive and negative COVID-19 tests: a cautious and in-depth analysis of UK biobank data.,International Journal of Epidemiology,10.1093/ije/dyaa134,19
pub.1128830348,Mental health in chronic disease patients during the COVID-19 quarantine in Greece,Palliative & Supportive Care,10.1017/s1478951520000528,19
pub.1127702079,ESMO Management and treatment adapted recommendations in the COVID-19 era: Pancreatic Cancer,ESMO Open,10.1136/esmoopen-2020-000804,18
pub.1129448231,Demographic and clinical features of critically ill patients with COVID-19 in Greece: The burden of diabetes and obesity,Diabetes Research and Clinical Practice,10.1016/j.diabres.2020.108331,18
pub.1128396794,Activation of TLR7 and Innate Immunity as an Efficient Method Against COVID-19 Pandemic: Imiquimod as a Potential Therapy,Frontiers in Immunology,10.3389/fimmu.2020.01373,18
pub.1128670072,Imiquimod - A toll like receptor 7 agonist - Is an ideal option for management of COVID 19,Environmental Research,10.1016/j.envres.2020.109858,18
pub.1126628064,The virus crisis affects Orthopaedic surgery and scientific activities worldwide,International Orthopaedics,10.1007/s00264-020-04557-2,18
pub.1127894761,ESMO management and treatment adapted recommendations in the COVID-19 era: colorectal cancer,ESMO Open,10.1136/esmoopen-2020-000826,18
pub.1128358099,Involvement of Cardiovascular System As The Critical Point in Coronavirus Disease 2019 (COVID-19) Prognosis and Recovery,Hellenic Journal of Cardiology,10.1016/j.hjc.2020.05.004,18
pub.1130188119,Psychological and Behavioral Responses to the COVID-19 Pandemic in Greece,Frontiers in Psychiatry,10.3389/fpsyt.2020.00821,18
pub.1132469519,Impact of COVID-19 Pandemic on Mechanical Reperfusion for Patients With STEMI,Journal of the American College of Cardiology,10.1016/j.jacc.2020.09.546,18
pub.1129258528,The first 100 days: Modeling the evolution of the COVID-19 pandemic,Chaos Solitons & Fractals,10.1016/j.chaos.2020.110114,18
pub.1130359804,Depression and Its Relationship with Coping Strategies and Illness Perceptions during the COVID-19 Lockdown in Greece: A Cross-Sectional Survey of the Population,Depression Research and Treatment,10.1155/2020/3158954,18
pub.1129854586,Thoracic imaging of coronavirus disease 2019 (COVID-19) in children: a series of 91 cases,Pediatric Radiology,10.1007/s00247-020-04747-5,17
pub.1134279839,Relationship between SARS-CoV-2 infection and the incidence of ventilator-associated lower respiratory tract infections: a European multicenter cohort study,Intensive Care Medicine,10.1007/s00134-020-06323-9,17
pub.1130931433,Mast cells activated by SARS-CoV-2 release histamine which increases IL-1 levels causing cytokine storm and inflammatory reaction in COVID-19.,Journal of Biological Regulators and Homeostatic Agents,10.23812/20-2edit,17
pub.1131104361,Soluble Urokinase Receptor (SuPAR) in COVID-19–Related AKI,Journal of the American Society of Nephrology,10.1681/asn.2020060829,17
pub.1128189312,Epithelial barriers in allergy and asthma,Journal of Allergy and Clinical Immunology,10.1016/j.jaci.2020.04.010,17
pub.1130610494,A Novel Feature Selection Approach Based on Tree Models for Evaluating the Punching Shear Capacity of Steel Fiber-Reinforced Concrete Flat Slabs,Materials,10.3390/ma13173902,17
pub.1127976576,Clustering analysis of countries using the COVID-19 cases dataset,Data in Brief,10.1016/j.dib.2020.105787,17
pub.1124348238,Full-genome evolutionary analysis of the novel corona virus (2019-nCoV) rejects the hypothesis of emergence as a result of a recent recombination event,bioRxiv,10.1101/2020.01.26.920249,17
pub.1134547005,Disease severity-specific neutrophil signatures in blood transcriptomes stratify COVID-19 patients,Genome Medicine,10.1186/s13073-020-00823-5,17
pub.1128190500,COVID-19 in the radiology department: What radiographers need to know,Radiography,10.1016/j.radi.2020.05.012,17
pub.1128414143,A dissection of SARS-CoV2 with clinical implications (Review),International Journal of Molecular Medicine,10.3892/ijmm.2020.4636,17
pub.1125954015,SARS-CoV-2 exhibits intra-host genomic plasticity and low-frequency polymorphic quasispecies,bioRxiv,10.1101/2020.03.27.009480,16
pub.1129138068,Transforming ophthalmic education into virtual learning during COVID-19 pandemic: a global perspective,Eye,10.1038/s41433-020-1080-0,16
pub.1127148115,Antibody tests in detecting SARS-CoV-2 infection: a meta-analysis,medRxiv,10.1101/2020.04.22.20074914,16
pub.1129488053,Epigenetic mechanisms regulating COVID-19 infection,Epigenetics,10.1080/15592294.2020.1796896,16
pub.1128241261,COVID-19 Immunopathology and the Central Nervous System: Implication for Multiple Sclerosis and Other Autoimmune Diseases with Associated Demyelination,Brain Sciences,10.3390/brainsci10060345,16
pub.1129713122,Role of the early secretory pathway in SARS-CoV-2 infection,Journal of Cell Biology,10.1083/jcb.202006005,16
pub.1128251397,Lockdown During COVID-19: The Greek Success,In Vivo,10.21873/invivo.11963,16
pub.1130396488,COVID-19: PTSD symptoms in Greek health care professionals.,Psychological Trauma Theory Research Practice and Policy,10.1037/tra0000914,16
pub.1128274881,"The mystery of “missing” visits in an emergency cardiology department, in the era of COVID-19.; a time-series analysis in a tertiary Greek General Hospital",Clinical Research in Cardiology,10.1007/s00392-020-01682-1,16
pub.1130454093,Frontier review on the propensity and repercussion of SARS-CoV-2 migration to aquatic environment,Journal of Hazardous Materials Letters,10.1016/j.hazl.2020.100001,16
pub.1125905359,Hyperglycemia and the novel Covid-19 infection: possible pathophysiologic mechanisms,Medical Hypotheses,10.1016/j.mehy.2020.109699,16
pub.1128458693,Prognosis of COVID-19: Changes in laboratory parameters.,Le infezioni in medicina,null,15
pub.1129046053,Global burden of COVID-19 pandemic on healthcare workers,ERJ Open Research,10.1183/23120541.00195-2020,15
pub.1128904541,Bloodstream Infection by Saccharomyces cerevisiae in Two COVID-19 Patients after Receiving Supplementation of Saccharomyces in the ICU,Journal of Fungi,10.3390/jof6030098,15
pub.1128904384,Modeling and Forecasting the COVID-19 Temporal Spread in Greece: An Exploratory Approach Based on Complex Network Defined Splines,International Journal of Environmental Research and Public Health,10.3390/ijerph17134693,15
pub.1127150393,Potentially irreversible olfactory and gustatory impairments in COVID-19: Indolent vs. fulminant SARS-CoV-2 neuroinfection,Brain Behavior and Immunity,10.1016/j.bbi.2020.04.071,15
pub.1129906335,Value of electrocardiography in coronavirus disease 2019 (COVID-19),Journal of Electrocardiology,10.1016/j.jelectrocard.2020.08.007,15
pub.1132728011,The COVID-19 pandemic and global environmental change: emerging research needs,Environment International,10.1016/j.envint.2020.106272,15
pub.1128663111,The renin–angiotensin–aldosterone system as a link between obesity and coronavirus disease 2019 severity,Obesity Reviews,10.1111/obr.13077,15
pub.1130462007,Global BioID-based SARS-CoV-2 proteins proximal interactome unveils novel ties between viral polypeptides and host factors involved in multiple COVID19-associated mechanisms,bioRxiv,10.1101/2020.08.28.272955,15
pub.1132206470,Emerging treatment strategies for COVID-19 infection,Clinical and Experimental Medicine,10.1007/s10238-020-00671-y,15
pub.1132789069,The Impact of SARS‐CoV‐2 on Stroke Epidemiology and Care: A Meta‐Analysis,Annals of Neurology,10.1002/ana.25967,15
pub.1127130228,KIDS SAVE LIVES: ERC Position statement on schoolteacherś education and qualification in resuscitation,Resuscitation,10.1016/j.resuscitation.2020.04.021,15
pub.1131509769,Complement activation in the disease course of COVID-19 and its effects on clinical outcomes,The Journal of Infectious Diseases,10.1093/infdis/jiaa646,14
pub.1127239158,"“That which does not kill us, makes us stronger”: COVID-19 and Posttraumatic Growth",Psychiatry Research,10.1016/j.psychres.2020.113044,14
pub.1127604559,The healthcare professionals amidst COVID-19 pandemic: A perspective of resilience and posttraumatic growth,Asian Journal of Psychiatry,10.1016/j.ajp.2020.102172,14
pub.1130091905,The Under-Reported Role of Toxic Substance Exposures in the COVID-19 Pandemic,Food and Chemical Toxicology,10.1016/j.fct.2020.111687,14
pub.1129309611,Is the mental health of young students and their family members affected during the quarantine period? Evidence from the COVID‐19 pandemic in Albania,Journal of Psychiatric and Mental Health Nursing,10.1111/jpm.12672,14
pub.1129354609,COVID19 and increased mortality in African Americans: socioeconomic differences or does the renin angiotensin system also contribute?,Journal of Human Hypertension,10.1038/s41371-020-0380-y,14
pub.1128471207,The effect of challenge-based gamification on learning: An experiment in the context of statistics education,International Journal of Human-Computer Studies,10.1016/j.ijhcs.2020.102496,14
pub.1127497781,HIV care in times of the COVID-19 crisis – where are we now in Central and Eastern Europe?,International Journal of Infectious Diseases,10.1016/j.ijid.2020.05.013,14
pub.1128943267,COVID-19 and diabetes: What does the clinician need to know?,Primary Care Diabetes,10.1016/j.pcd.2020.06.010,13
