country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-08-09,50,56,380,28,-34,-5
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-08-10,35,51,301,19,-34,-4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-08-11,36,49,319,16,-35,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-08-12,38,55,313,19,-35,-4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-08-13,22,51,278,21,-37,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-08-14,9,34,241,37,-17,-7
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-08-15,27,102,278,41,-5,-10
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-08-16,46,41,409,28,-44,-5
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-08-17,34,45,327,20,-40,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-08-18,36,45,348,17,-37,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-08-19,34,49,308,16,-36,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-08-20,19,40,267,17,-37,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-08-21,8,24,222,36,-11,-6
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-08-22,25,125,256,59,8,-9
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-08-23,44,52,327,27,-26,-4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-08-24,31,47,256,18,-25,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-08-25,35,49,276,18,-24,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-08-26,31,54,241,18,-24,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-08-27,20,44,208,19,-24,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-08-28,10,27,182,33,-3,-6
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-08-29,19,114,212,54,11,-8
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-08-30,42,54,255,27,-17,-4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-08-31,30,54,189,22,-16,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-01,32,53,201,21,-14,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-02,31,56,185,19,-13,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-03,19,47,162,21,-14,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-04,12,33,149,33,1,-5
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-05,15,106,160,49,10,-5
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-06,38,55,214,26,-14,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-07,27,54,162,20,-13,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-08,24,54,156,19,-14,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-09,27,59,164,21,-13,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-10,20,51,149,24,-12,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-11,14,37,138,36,3,-5
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-12,15,107,147,50,10,-4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-13,42,62,206,24,-14,-4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-14,26,52,152,22,-13,-4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-15,28,58,166,20,-13,-4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-16,24,56,154,19,-13,-4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-17,16,47,136,21,-14,-4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-18,9,33,126,30,0,-5
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-19,13,96,150,41,7,-5
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-20,28,52,180,22,-12,-4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-21,17,51,135,18,-11,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-22,18,47,135,16,-9,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-23,17,55,130,15,-9,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-24,13,49,127,20,-10,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-25,7,36,118,29,1,-4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-26,12,94,141,40,7,-4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-27,23,51,161,19,-9,-4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-28,11,47,109,13,-10,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-29,13,50,114,11,-11,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-09-30,14,59,106,13,-9,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-01,6,50,88,14,-11,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-02,2,38,80,22,-3,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-03,6,87,112,33,1,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-04,19,51,135,14,-11,-4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-05,10,48,98,8,-11,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-06,12,46,105,8,-11,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-07,7,49,85,8,-10,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-08,-5,39,53,6,-12,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-09,-4,34,55,14,-6,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-10,-11,66,62,19,-6,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-11,13,44,106,12,-14,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-12,3,45,70,5,-11,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-13,9,45,92,6,-11,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-14,-15,30,31,-8,-13,2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-15,-13,37,29,-11,-20,5
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-16,-3,35,55,12,-6,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-17,-6,72,72,20,-5,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-18,12,46,104,12,-11,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-19,5,44,77,6,-10,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-20,7,42,88,5,-11,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-21,6,46,81,6,-10,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-22,1,40,70,8,-10,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-23,-2,30,66,10,-6,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-24,-9,66,62,11,-7,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-25,8,48,81,5,-11,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-26,4,36,67,3,-16,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-27,17,68,86,10,-14,-4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-28,-1,-39,127,-20,-68,10
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-29,1,62,61,-2,-17,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-30,-6,34,50,2,-9,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-10-31,-9,68,60,22,-9,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-01,9,53,78,7,-10,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-02,-4,46,37,-5,-10,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-03,4,45,63,-3,-10,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-04,5,49,60,-1,-10,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-05,-1,45,49,-1,-11,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-06,-9,35,51,-4,-10,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-07,0,102,81,8,-8,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-08,4,48,75,0,-12,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-09,-5,45,45,-6,-11,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-10,-6,45,36,-10,-12,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-11,-6,50,39,-7,-13,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-12,-9,46,38,-5,-13,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-13,-12,33,41,-8,-12,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-14,-19,61,55,0,-17,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-15,-1,52,54,-5,-13,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-16,-19,50,33,-11,-17,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-17,-4,44,41,-16,-18,2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-18,-7,51,37,-24,-13,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-19,-12,43,20,-11,-12,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-20,-14,33,27,-15,-13,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-21,-15,61,69,0,-17,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-22,-4,45,49,-5,-12,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-23,-11,40,20,-12,-12,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-24,-8,42,26,-13,-12,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-25,-2,53,38,-7,-12,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-26,-12,42,12,-11,-14,2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-27,-14,36,20,-14,-13,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-28,-19,56,47,-6,-17,2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-29,-2,51,45,-6,-12,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-11-30,-9,44,21,-12,-12,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-01,-4,47,42,-9,-12,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-02,-4,54,40,-7,-11,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-03,-12,45,19,-9,-12,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-04,-16,35,14,-16,-14,2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-05,-13,66,74,2,-16,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-06,-2,47,44,-7,-15,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-07,-13,43,12,-16,-11,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-08,-4,46,37,-11,-9,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-09,-4,52,38,-9,-8,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-10,-12,45,17,-14,-10,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-11,-25,27,-12,-28,-11,4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-12,-4,113,58,2,-5,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-13,-4,43,37,-9,-9,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-14,-13,37,13,-12,-9,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-15,-5,44,27,-10,-9,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-16,-2,52,35,-6,-8,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-17,-7,45,30,-3,-9,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-18,-18,28,0,-17,-10,2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-19,-1,179,37,2,4,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-20,9,48,60,1,-8,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-21,4,55,36,-2,-9,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-22,12,68,46,1,-10,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-23,16,99,53,8,-14,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-24,6,101,56,-9,-37,4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-25,-47,-65,25,-46,-61,8
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-26,-13,41,84,-7,-27,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-27,16,49,78,-11,-33,2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-28,0,49,34,-19,-32,4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-29,7,62,57,-16,-32,4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-30,5,90,50,-17,-34,4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2021-12-31,-11,89,43,-32,-45,10
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-01,-75,-79,23,-73,-83,25
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-02,-72,-67,12,-61,-46,17
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-03,-64,66,20,-54,-25,13
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-04,-59,-2,-13,-58,-42,18
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-05,-53,20,36,-51,-41,15
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-06,-63,-65,90,-64,-78,27
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-07,-56,8,13,-52,-39,16
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-08,-60,1,9,-52,-37,18
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-09,-63,-3,26,-52,-27,14
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-10,-59,-1,49,-48,-24,12
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-11,-50,1,34,-46,-32,13
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-12,-59,-3,-16,-52,-34,14
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-13,-56,-1,18,-50,-34,13
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-14,-58,-6,5,-52,-36,12
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-15,-65,-8,-26,-57,-38,14
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-16,-76,-19,-58,-68,-36,15
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-17,-70,-9,-20,-62,-31,12
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-18,-40,-13,-15,-49,-35,12
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-19,-41,-10,-11,-47,-34,11
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-20,-41,-6,10,-46,-34,12
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-21,-40,-5,15,-43,-33,11
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-22,-45,-3,-2,-45,-33,12
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-23,-51,-7,-13,-47,-23,10
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-24,-47,46,28,-42,-18,9
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-25,-36,-6,33,-42,-32,10
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-26,-45,-8,-21,-48,-33,12
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-27,-45,-7,-10,-50,-33,12
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-28,-39,-2,3,-45,-32,12
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-29,-38,5,4,-43,-32,12
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-30,-53,1,13,-49,-21,10
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-01-31,-60,9,39,-49,-24,10
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-01,-50,-4,-6,-49,-32,12
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-02,-45,2,21,-45,-31,10
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-03,-47,-1,35,-47,-31,11
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-04,-46,2,29,-45,-32,10
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-05,-50,4,19,-46,-32,11
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-06,-67,-11,24,-55,-31,13
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-07,-64,-5,43,-53,-28,11
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-08,-48,0,23,-46,-33,11
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-09,-46,5,21,-45,-32,11
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-10,-42,7,35,-43,-31,10
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-11,-62,-4,-2,-54,-39,15
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-12,-61,8,14,-53,-38,16
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-13,-73,-11,-44,-66,-33,15
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-14,-74,-16,-50,-69,-33,15
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-15,-65,-14,-26,-62,-48,19
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-16,-76,-36,23,-73,-81,31
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-17,-65,-2,-9,-63,-54,22
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-18,-59,5,-2,-53,-39,15
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-19,-60,8,14,-51,-38,16
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-20,-66,-7,15,-55,-27,13
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-21,-64,-2,28,-54,-27,12
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-22,-52,1,53,-47,-36,13
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-23,-55,0,37,-48,-37,14
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-24,-55,2,54,-48,-37,14
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-25,-57,4,25,-49,-37,14
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-26,-58,12,31,-48,-36,15
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-27,-62,-4,49,-51,-27,11
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-02-28,-65,3,25,-53,-26,11
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-03-01,-51,6,54,-45,-35,12
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-03-02,-58,4,4,-50,-36,14
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-03-03,-55,14,40,-48,-36,13
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-03-04,-59,3,15,-52,-37,14
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-03-05,-61,2,19,-51,-37,16
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-03-06,-65,-4,29,-55,-28,14
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-03-07,-69,-1,9,-58,-28,14
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-03-08,-53,3,38,-48,-37,14
GR,Greece,Decentralized Administration of Attica,,,,,ChIJ46OMPb_HoRQROW96xvEHbos,2021-03-09,-57,2,22,-51,-37,15
