Α/Α,ΥΠΟΥΡΓΕΙΟ,ΑΠΟΦΑΣΕΙΣ/ΜΕΤΡΑ,ΔΙΑΤΑΞΕΙΣ,ΦΕΚ,ΠΡΟΘΕΣΜΙΑ ΕΩΣ:,LINK,ΣΧΟΛΙΑ - ΛΗΞΗ
611,ΥΓΕΙΑΣ - ΥΠΟΔΟΜΩΝ ΚΑΙ ΜΕΤΑΦΟΡΩΝ,"Αριθμ. Δ1α/Γ.Π.οικ. 48996
 Παράταση ισχύος της υπ’ αρ. Δ1α/Γ.Π.οικ.47417/ 24.7.2020 κοινής απόφασης των Υπουργών Υγείας και Υποδομών και Μεταφορών «Επιβολή προληπτικών ελέγχων στα σημεία εισόδου στη Χώρα μέσω αεροπορικών συνδέσεων με τη Βουλγαρία και τη Ρουμανία, προς περιορισμό της διασποράς του κορωνοϊού COVID-19» (B΄ 3096)","Άρθρο πρώτο της από 25.2.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αποφυγής και περιορισμού της διάδοσης κορωνοϊού» (Α΄ 42), όπως κυρώθηκε με το άρθρο 1 του ν. 4682/2020 (Α΄ 76)
 και ιδίως της περ. γ) της παρ. 2 και της περ. β) της παρ. 4 αυτού",Β3167/1-8-20,"αεροπορικές συνδέσεις με Βουλγαρία & Ρουμανία 
 (παρέτεινε τα Β' 3096_3134)",http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL88JI94GGsYwv3U4LPcASlceJInJ48_97uHrMts-zFzeyCiBSQOpYnTy36MacmUFCx2ppFvBej56Mmc8Qdb8ZfRJqZnsIAdk8Lv_e6czmhEembNmZCMxLMtcaH-2V5PH0-ShddmW_3ihsVEq1tv_bJvqsX5zhfyfcq,"έως 15/8 
 (τροποποιήθηκε από Β' 3302 έως 15/8 & 
 απορροφήθηκε από Β' 3362 έως 31/8)"
612,"ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΥΓΕΙΑΣ -
 ΜΕΤΑΝΑΣΤΕΥΣΗΣ ΚΑΙ ΑΣΥΛΟΥ","Αριθμ. Δ1α/ΓΠ.οικ. 48940
 Παράταση ισχύος της υπ’ αρ. Δ1α/ΓΠ.οικ.20030/
 21.3.2020 κοινής απόφασης των Υπουργών Προστασίας του Πολίτη, Υγείας και Μετανάστευσης και Ασύλου «Λήψη μέτρων κατά της εμφάνισης και διασποράς κρουσμάτων του κορωνοϊού COVID-19 στα Κέντρα Υποδοχής και Ταυτοποίησης, στο σύνολο της Επικράτειας, για το χρονικό διάστημα από 21.3.2020 έως και 21.4.2020» (Β’ 985), έως και τις 31.8.2020","Άρθρο εξηκοστό όγδοο της από 20.3.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα για την αντιμετώπιση των συνεπειών του κινδύνου διασποράς του κορωνοϊού, τη στήριξη της κοινωνίας και της επιχειρηματικότητας και τη διασφάλιση της ομαλής λειτουργίας της αγοράς και της δημόσιας διοίκησης» (Α΄ 68) και ιδίως της παρ. 5 αυτού, όπως κυρώθηκε με το άρθρο 1 του ν. 4683/2020 (Α’ 83)
 ##
 Άρθρο πρώτο της από 25.2.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αποφυγής και περιορισμού της διάδοσης κορωνοϊού COVID-19» (Α΄ 42) και ιδίως των παρ. 5 και 6 αυτού, όπως κυρώθηκε με το άρθρο 1 του ν. 4682/2020 (Α’ 76)",Β3168/1-8-20,"ΚΥΤ-8 
 (παρέτεινε τα Β' 985_1472_1771_1972_2191_2453_2730_2947)",http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL88JI94GGsYwvuFUDqazHcNeJInJ48_97uHrMts-zFzeyCiBSQOpYnTy36MacmUFCx2ppFvBej56Mmc8Qdb8ZfRJqZnsIAdk8Lv_e6czmhEembNmZCMxLMtc-W-oS_Zhbg1zb-pDqTB-gAECrVI6L6aWka4-7031wf,"έως 31/8 
 
 (παρατάθηκε με Β' 3574 έως 15/9)"
613,"ΟΙΚΟΝΟΜΙΚΩΝ - ΑΝΑΠΤΥΞΗΣ
 ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ","Αριθμ. ΓΔΟΥ 193
 Τροποποίηση της υπ’ αρ. ΓΔΟΥ148/03.07.2020
 απόφασης των Υπουργών Οικονομικών και Ανάπτυξης και Επενδύσεων «Διαδικασία και προϋποθέσεις χορήγησης ενίσχυσης με τη μορφή επιστρεπτέας προκαταβολής σε επιχειρήσεις που επλήγησαν οικονομικά λόγω της εμφάνισης και διάδοσης της νόσου του κορωνοϊού COVID-19, κατά τους μήνες Μάρτιο, Απρίλιο και Μάιο 2020» (Β’ 2729)","Άρθρο τρίτο του Μέρους Α’ της από 30.3.2020 Πράξης Νομοθετικού Περιεχομένου «Μέτρα αντιμετώπισης της πανδημίας του κορωνοϊού COVID-19 και άλλες κατεπείγουσες διατάξεις» (Α’ 75), που κυρώθηκε με το άρθρο 1 του ν. 4684/2020 (Α’ 86), όπως τροποποιήθηκε με το άρθρο τέταρτο της από 13.4.2020 Πράξης Νομοθετικού Περιεχομένου «Μέτρα για την αντιμετώπιση των συνεχιζόμενων συνεπειών της πανδημίας του κορωνοϊού COVID-19 και άλλες κατεπείγουσες διατάξεις», που κυρώθηκε με το άρθρο 1 του ν. 4690/2020 (Α’ 104) και ειδικότερα της παρ. 3 αυτού",Β3223/3-8-20,"ΕΠΙΣΤΡΕΠΤΕΑ ΠΡΟΚΑΤΑΒΟΛΗ 
 (τροποποίησε Β' 2729_2787_2877)",http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8vRefUq-MhTq4ndCieBbLVuJInJ48_97uHrMts-zFzeyCiBSQOpYnTy36MacmUFCx2ppFvBej56Mmc8Qdb8ZfRJqZnsIAdk8Lv_e6czmhEembNmZCMxLMteYUN23AiNRNtgkkMlMw-f56NUGPIyDyc1vd6jCAsLai,βλ. & Β' 4074
614,"ΟΙΚΟΝΟΜΙΚΩΝ - ΑΝΑΠΤΥΞΗΣ
 ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ -
 ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ -
 ΥΓΕΙΑΣ - ΕΣΩΤΕΡΙΚΩΝ- ΝΑΥΤΙΛΙΑΣ
 ΚΑΙ ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ","Αριθμ. Δ1α/Γ.Π.οικ. 49329
 Τροποποίηση της υπ’ αρ. Δ1α/Γ.Π.οικ.48967/
 31.7.2020 κοινής απόφασης των Υπουργών Οικονομικών, Ανάπτυξης και Επενδύσεων, Προστασίας του Πολίτη, Παιδείας και Θρησκευμάτων, Εργασίας και Κοινωνικών Υποθέσεων, Υγείας, Πολιτισμού και Αθλητισμού και Εσωτερικών «Εφαρμογή του μέτρου της υποχρεωτικής χρήσης μάσκας σε κλειστούς χώρους στο σύνολο της Επικράτειας, προς περιορισμό της διασποράς του κορωνοϊού COVID-19 (Β΄3162)","Άρθρο τεσσαρακοστό τέταρτο της από 1.5.2020 Πράξης Νομοθετικού Περιεχομένου «Περαιτέρω μέτρα για την αντιμετώπιση των συνεχιζόμενων συνεπειών της πανδημίας του κορωνοϊού COVID-19 και την επάνοδο στην κοινωνική και οικονομική κανονικότητα» (Α’ 90), όπως κυρώθηκε με το άρθρο 2 του ν. 4690/2020 (Α’ 104)
 ##
 Άρθρο πρώτο της από 25.2.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αποφυγής και περιορισμού της διάδοσης κορωνοϊού» (Α’ 42), όπως κυρώθηκε με το άρθρο 1 του ν. 4682/2020 (Α’ 76)
 ##
 Άρθρο εικοστό τρίτο παρ. 4 της από 14.3.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αντιμετώπισης της ανάγκης περιορισμού της διασποράς του κορωνοϊού COVID-19» (A’ 64), όπως
 κυρώθηκε με το άρθρο 3 του ν. 4682/2020 (Α’ 76)",Β3224/3-8-20,"ΜΑΣΚΑ 
 τροποποίησε Β' 3162",http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8vRefUq-MhTp_zJjLAILKFuJInJ48_97uHrMts-zFzeyCiBSQOpYnTy36MacmUFCx2ppFvBej56Mmc8Qdb8ZfRJqZnsIAdk8Lv_e6czmhEembNmZCMxLMtXbqBHgsAngrCiziMMJmxaFmlUhw6FNlxin8ddHmVxht,"έως 31/8 
 καταργήθηκε από Β' 3330 έως 31/8"
615,"ΟΙΚΟΝΟΜΙΚΩΝ -
 ΥΓΕΙΑΣ - ΕΣΩΤΕΡΙΚΩΝ","Αριθμ. Γ2α/7170 
 Τροποποίηση - συμπλήρωση του Οργανισμού
 του Γενικού Νοσοκομείου Ελευσίνας «Θριάσιο»","Άρθρο 20 του ν. 4622/2019 «Επιτελικό Κράτος: οργάνωση, λειτουργία και διαφάνεια της Κυβέρνησης,
 των κυβερνητικών οργάνων και της κεντρικής δημόσι-
 ας διοίκησης» (Α΄133), σε συνδυασμό με το άρθρο 42
 του ν. 4690/2020 «Κύρωση: α) της από 13.4.2020 Π.Ν.Π. «Μέτρα για την αντιμετώπιση των συνεχιζόμενων συνεπειών της πανδημίας του κορωνοϊού COVID-19 και άλλες κατεπείγουσες διατάξεις» (A΄ 84) και β) της από 1.5.2020 Π.Ν.Π. ”Περαιτέρω μέτρα για την αντιμετώπιση των συνεχιζόμενων συνεπειών της πανδημίας του κορωνοϊού COVID-19 και την επάνοδο στην κοινωνική και οικονομική κανονικότητα” (Α΄ 90) και άλλες διατάξεις» (Α΄104)",Β3232/4-8-20,,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8fUk2syUkD2bnMRVjyfnPUeJInJ48_97uHrMts-zFzeyCiBSQOpYnTy36MacmUFCx2ppFvBej56Mmc8Qdb8ZfRJqZnsIAdk8Lv_e6czmhEembNmZCMxLMtT-Wug6BEQtQ3O8Xt1mMee50pigjaCmsSbKZl8hpK_T-,-
616,ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,"Αριθμ. ΥΠΕΝ/ΔΔΔ/74955/1924
 Παράταση προθεσμιών των παρ. 1 και 2 του άρθρου 47 του ν. 4423/2016",Άρθρο πεντηκοστό έβδομο «Παράταση προθεσμιών για Δασικούς Συνεταιρισμούς Εργασίας» της από 13.04.2020 Πράξης Νομοθετικού Περιεχομένου «Μέτρα για την αντιμετώπιση των συνεχιζόμενων συνεπειών της πανδημίας του κορωνοϊού COVID-19 και άλλες κατεπείγουσες διατάξεις» (Α΄ 84) και ειδικότερα την παρ. 5 αυτού,Β3232/4-8-20,08/31/2020,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8fUk2syUkD2bnMRVjyfnPUeJInJ48_97uHrMts-zFzeyCiBSQOpYnTy36MacmUFCx2ppFvBej56Mmc8Qdb8ZfRJqZnsIAdk8Lv_e6czmhEembNmZCMxLMtT-Wug6BEQtQ3O8Xt1mMee50pigjaCmsSbKZl8hpK_T-,έως 31/8
617,"ΟΙΚΟΝΟΜΙΚΩΝ -
 ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ","Αριθμ. 83013
 Ανάληψη συνολικής ετήσιας υποχρέωσης έναντι του προϋπολογισμού δημοσίων επενδύσεων
 για τα έργα του Προγράμματος Δημοσίων Επενδύσεων 2020","Άρθρο 9 του ν. 4690/2020 (Α΄ 104) «Κύρωση: α) της από 13.4.2020 Π.Ν.Π. «Μέτρα για την αντιμετώπιση
 των συνεχιζόμενων συνεπειών της πανδημίας του κορωνοϊού COVID-19 και άλλες κατεπείγουσες διατάξεις» (A΄ 84) και β) της από 1.5.2020 Π.Ν.Π. «Περαιτέρω μέτρα για την αντιμετώπιση των συνεχιζόμενων συνεπειών της πανδημίας του κορωνοϊού COVID-19 και την επάνοδο στην κοινωνική και οικονομική κανονικότητα» (Α΄ 90) και άλλες διατάξεις»",Β3239/4-8-20,,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8fUk2syUkD2Zp6k5uE6xNduJInJ48_97uHrMts-zFzeyCiBSQOpYnTy36MacmUFCx2ppFvBej56Mmc8Qdb8ZfRJqZnsIAdk8Lv_e6czmhEembNmZCMxLMtUxpvL-f9NvAPLjUt7Z4Av_7rxp2Y59FssYkcurPeJ9c,-
618,"ΟΙΚΟΝΟΜΙΚΩΝ -
 ΝΑΥΤΙΛΙΑΣ ΚΑΙ ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ","Αριθμ. 2242.10/50452/2020 
 Εφαρμογή της παρ. 2 του άρθρου εξηκοστού τρίτου της από 30-3-2020 Π.Ν.Π. «Μέτρα αντιμετώπισης της πανδημίας του κορωνοϊού COVID-19, που κυρώθηκε με το άρθρο 1 του ν. 4684/2020 (Α΄ 86)»","Άρθρο εξηκοστό τρίτο παρ. 2 η περ. α' της από 30-3-2020 και κυρωθείσας με το άρθρο 1 του ν. 4684/2020 (Α΄ 86) Πράξης Νομοθετικού Περιεχομένου
 «Μέτρα αντιμετώπισης της πανδημίας του κορωνοϊού COVID-19 και άλλες κατεπείγουσες διατάξεις» (Α΄ 75), όπως αντικαταστάθηκε με την παρ. 6α’ του άρθρου τεσσερακοστού της από 01-05-2020 Πράξης Νομοθετικού Περιεχομένου (Α’ 90), όπως κυρώθηκε με το άρθρο 2 του ν. 4690/2020 (Α’ 104)",Β3243/4-8-20,,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8Ohv0D7TaH5u4ndCieBbLVuJInJ48_97uHrMts-zFzeyCiBSQOpYnTy36MacmUFCx2ppFvBej56Mmc8Qdb8ZfRJqZnsIAdk8Lv_e6czmhEembNmZCMxLMtVsv-cVPoQarM9i76kF6IVnjbSajIl5X_q5wljpfm4Nj,-
619,"ΟΙΚΟΝΟΜΙΚΩΝ - ΥΓΕΙΑΣ -
 ΕΠΙΚΡΑΤΕΙΑΣ - ΨΗΦΙΑΚΗΣ ΔΙΑΚΥΒΕΡΝΗΣΗΣ","Αριθμ. ΕΑΛΕ/Γ.Π. 49556 
 Καθορισμός της διαδικασίας υποβολής αίτησης
 και δικαιολογητικών, εκκαθάρισης και αποζημίωσης από τον ΕΟΠΥΥ των δαπανών θεραπειών ειδικής αγωγής","Άρθρο 1 του ν. 4683/2020 «Κύρωση της από 20.3.2020 Π.Ν.Π. “Κατεπείγοντα μέτρα για την αντιμετώπιση των συνεπειών του κινδύνου διασποράς του κορωνοϊού COVID-19, τη στήριξη της κοινωνίας και της επιχειρηματικότητας και τη διασφάλιση της ομαλής λειτουργίας της αγοράς και της δημόσιας διοίκησης” (Α’ 68) και άλλες διατάξεις» (Α’ 83)
 ##
 Άρθρο 1 του ν. 4690/2020 «Κύρωση της από 30.3.2020 Π.Ν.Π. “Κύρωση: α) της από 13.4.2020 Π.Ν.Π. ""Μέτρα για την αντιμετώπιση των συνεχιζόμενων συνεπειών της πανδημίας του κορωνοϊού COVID-19 και άλλες κατεπείγουσες διατάξεις"" (Α’ 84) και β) της από 1.5.2020 Π.Ν.Π. ""Περαιτέρω μέτρα για την αντιμετώπιση των συνεχιζόμενων συνεπειών της πανδημίας του κορωνοϊού COVID-19 και την επάνοδο στην κοινωνική και οικονομική κανονικότητα"" (Α’ 90) και άλλες διατάξεις”» (Α’ 104)",Β3244/4-8-20,,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8Ohv0D7TaH5t_zJjLAILKFuJInJ48_97uHrMts-zFzeyCiBSQOpYnTy36MacmUFCx2ppFvBej56Mmc8Qdb8ZfRJqZnsIAdk8Lv_e6czmhEembNmZCMxLMtYXttwnmNhHs5pCD4NZXJUkcJqf8_LcXpHbu-WLUBPSn,-
620,ΥΓΕΙΑΣ - ΥΠΟΔΟΜΩΝ ΚΑΙ ΜΕΤΑΦΟΡΩΝ,"Αριθμ. Δ1α/Γ.Π.οικ. 49625
 Τροποποίηση της υπ’ αρ. Δ1α/Γ.Π.οικ.46164/
 20.7.2020 κοινής απόφασης των Υπουργών Υγείας και Υποδομών και Μεταφορών «Επιβολή του μέτρου του προσωρινού περιορισμού των χερσαίων συνδέσεων της Χώρας, προς περιορισμό της διασποράς του κορωνοϊού COVID-19» (Β’ 3009)","Άρθρο πρώτο της από 25.2.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αποφυγής και περιορισμού της διάδοσης κορωνοϊού» (Α’ 42), όπως κυρώθηκε με το άρθρο 1 του ν. 4682/2020 (Α’ 76),
 και ιδίως οι περ. γ) και δ) της παρ. 2 και η περ. β) της
 παρ. 4 αυτού",Β3247/4-8-20,χερσαίες συνδέσεις,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8Ohv0D7TaH5v3U4LPcASlceJInJ48_97uHrMts-zFzeyCiBSQOpYnTy36MacmUFCx2ppFvBej56Mmc8Qdb8ZfRJqZnsIAdk8Lv_e6czmhEembNmZCMxLMtQPf35X_61l_Z1pz2U4cXItqPl-h8EVNkFaa_ltUquWo,"έως 15/8 
 (τροποποίησε Β' 3009_3050_3166_3301 & 
 αντικαταστάθηκε από Β' 3346_3399 έως 31/8)"
621,ΥΠΟΔΟΜΩΝ ΚΑΙ ΜΕΤΑΦΟΡΩΝ,"Αριθμ. A 38080/1941
 Κυκλοφορία Επιβατηγών Δημοσίας Χρήσης
 (Ε.Δ.Χ.) οχημάτων στους Λεωφορειόδρομους
 στην πόλη της Θεσσαλονίκης","Διατάξεις της υπ’ αρ. 141248/02.06.2020 έγγραφο του Δήμου Θεσσαλονίκης ο οποίος, λαμβάνοντας υπόψη και τα μέτρα προστασίας κατά τις μετακινήσεις με τα Μέσα Μαζικής Μεταφοράς που έχουν ληφθεί προς περιορισμό της διασποράς του κορωνοϊού COVID-19, διατυπώνει πρόταση για την πιλοτική εφαρμογή της ελεύθερης, χωρίς ωράριο, διέλευσης των Ε.Δ.Χ.- ΤΑΞΙ αυτοκινήτων εντός των υφιστάμενων λεωφορειολωρίδων
 (ΔΕΝ ΕΚΔΙΔΕΤΑΙ ΔΥΝΑΜΕΙ ΔΙΑΤΑΞΕΩΝ ΠΝΠ)",Β3253/5-8-20,10/31/2020,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8XXcmT22CgbS4ndCieBbLVuJInJ48_97uHrMts-zFzeyCiBSQOpYnTy36MacmUFCx2ppFvBej56Mmc8Qdb8ZfRJqZnsIAdk8Lv_e6czmhEembNmZCMxLMtYxgRMlf_20RMC-AEBjIT_-na7yf3hPSc8t4abzL4Xpg,έως 31/10
622,ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ,"Αριθμ. 4274/B2/695 (1)
 5η Τροποποίηση απόφασης υπ’ αρ. 7314/1819/
 29.11.2016 (Β’ 3904) και τίτλο: Σύσταση Ταμείου
 Χαρτοφυλακίου με την επωνυμία «ΤΑΜΕΙΟ ΕΠΙ-
 ΧΕΙΡΗΜΑΤΙΚΟΤΗΤΑΣ ΙΙ»","Κανονισμός (ΕΕ) 2020/460 του Ευρωπαϊκού Κοινοβουλίου της 30ής Μαρτίου 2020 για την τροποποίηση των Κανονισμών (ΕΕ) υπ’ αρ. 1301/2013, (ΕΕ) υπ’ αρ. 1303/2013 και (ΕΕ) υπ’ αρ. 508/2014 όσον αφορά ειδικά μέτρα για την κινητοποίηση επενδύσεων στα συστήματα ιατροφαρμακευτικής περίθαλψης των κρατών μελών και σε άλλους τομείς των οικονομιών τους για την αντιμετώπιση της επιδημικής έκρηξης του COVID‐19 (Πρωτοβουλία Επενδύσεων για την Αντιμετώπιση του Κορωνοϊού)
 (ΔΕΝ ΕΚΔΙΔΕΤΑΙ ΔΥΝΑΜΕΙ ΔΙΑΤΑΞΕΩΝ ΠΝΠ)",Β3256/5-8-20,,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8XXcmT22CgbQfP1Rf9veiteJInJ48_97uHrMts-zFzeyCiBSQOpYnTy36MacmUFCx2ppFvBej56Mmc8Qdb8ZfRJqZnsIAdk8Lv_e6czmhEembNmZCMxLMtc9Jax-BDa_VL-C7XrgUUMEgRJvI6Lz68X34dGDpXl2v,-
