area,areaid,dailydose1,dailydose2,daydiff,daytotal,referencedate,totaldistinctpersons,totaldose1,totaldose2,totalvaccinations
ΜΗΛΟΥ,1207,87,54,141,141,2021-03-26T00:00:00,1480,1480,348,1828
ΜΥΚΟΝΟΥ,1208,55,5,60,60,2021-03-26T00:00:00,339,339,172,511
ΝΑΞΟΥ,1209,5,49,54,54,2021-03-26T00:00:00,897,897,607,1504
ΝΗΣΩΝ,906,161,147,308,308,2021-03-26T00:00:00,4942,4942,2246,7188
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,493,364,857,857,2021-03-26T00:00:00,28230,28230,11024,39254
ΞΑΝΘΗΣ,105,69,199,268,268,2021-03-26T00:00:00,6848,6848,3623,10471
ΠΑΡΟΥ,1210,52,2,54,54,2021-03-26T00:00:00,473,473,313,786
ΠΕΙΡΑΙΩΣ,908,398,975,1373,1373,2021-03-26T00:00:00,43486,43486,19892,63378
ΠΕΛΛΑΣ,204,36,342,337,378,2021-03-26T00:00:00,13294,13294,6614,19908
ΠΙΕΡΙΑΣ,205,102,223,325,325,2021-03-26T00:00:00,9239,9239,4987,14226
ΠΡΕΒΕΖΑΣ,404,105,56,161,161,2021-03-26T00:00:00,5817,5817,1572,7389
ΡΕΘΥΜΝΟΥ,1303,49,219,268,268,2021-03-26T00:00:00,7645,7645,3773,11418
ΡΟΔΟΠΗΣ,106,96,122,218,218,2021-03-26T00:00:00,6465,6465,3196,9661
ΡΟΔΟΥ,1211,142,162,289,304,2021-03-26T00:00:00,8017,8017,4149,12166
ΣΑΜΟΥ,1104,18,54,72,72,2021-03-26T00:00:00,2605,2605,1100,3705
ΣΕΡΡΩΝ,206,150,194,343,344,2021-03-26T00:00:00,12548,12548,4989,17537
ΣΠΟΡΑΔΩΝ,504,94,2,96,96,2021-03-26T00:00:00,807,807,351,1158
ΣΥΡΟΥ,1212,56,57,113,113,2021-03-26T00:00:00,2092,2092,1033,3125
ΤΗΝΟΥ,1213,54,0,54,54,2021-03-26T00:00:00,476,476,315,791
ΤΡΙΚΑΛΩΝ,505,148,233,381,381,2021-03-26T00:00:00,12610,12610,6326,18936
ΦΘΙΩΤΙΔΑΣ,804,152,229,381,381,2021-03-26T00:00:00,11071,11071,5332,16403
ΦΛΩΡΙΝΑΣ,304,0,156,156,156,2021-03-26T00:00:00,4868,4868,2433,7301
ΦΩΚΙΔΑΣ,805,12,46,58,58,2021-03-26T00:00:00,2706,2706,1309,4015
ΧΑΛΚΙΔΙΚΗΣ,207,42,312,354,354,2021-03-26T00:00:00,9231,9231,3981,13212
ΧΑΝΙΩΝ,1304,149,431,580,580,2021-03-26T00:00:00,16505,16505,8469,24974
ΧΙΟΥ,1105,74,138,201,212,2021-03-26T00:00:00,5010,5011,2506,7517
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,222,118,-28,340,2021-03-27T00:00:00,13856,13856,5186,19042
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,317,441,-134,758,2021-03-27T00:00:00,29846,29846,11577,41423
ΑΝΔΡΟΥ,1201,48,0,2,48,2021-03-27T00:00:00,512,512,296,808
ΑΡΓΟΛΙΔΑΣ,1001,81,154,-20,235,2021-03-27T00:00:00,8381,8381,3894,12275
ΑΡΚΑΔΙΑΣ,1002,84,151,-19,235,2021-03-27T00:00:00,8354,8354,3654,12008
ΑΡΤΑΣ,401,13,154,-27,167,2021-03-27T00:00:00,6220,6220,4126,10346
ΑΧΑΪΑΣ,702,264,549,-51,813,2021-03-27T00:00:00,24606,24606,13500,38106
ΒΟΙΩΤΙΑΣ,801,107,201,-18,308,2021-03-27T00:00:00,11692,11692,4199,15891
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,512,3318,-1143,3830,2021-03-27T00:00:00,135001,135002,78944,213946
ΓΡΕΒΕΝΩΝ,301,18,109,2,127,2021-03-27T00:00:00,3456,3456,1821,5277
ΔΡΑΜΑΣ,101,61,193,28,254,2021-03-27T00:00:00,8140,8140,4513,12653
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,70,295,-38,365,2021-03-27T00:00:00,8961,8961,4375,13336
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,322,959,-152,1281,2021-03-27T00:00:00,43129,43129,21704,64833
ΕΒΡΟΥ,102,96,339,30,435,2021-03-27T00:00:00,14789,14789,7819,22608
ΕΥΒΟΙΑΣ,802,174,438,-102,612,2021-03-27T00:00:00,17468,17468,8944,26412
ΕΥΡΥΤΑΝΙΑΣ,803,10,49,0,59,2021-03-27T00:00:00,1729,1729,930,2659
ΖΑΚΥΝΘΟΥ,601,52,101,2,153,2021-03-27T00:00:00,2998,2998,1899,4897
ΗΛΕΙΑΣ,703,119,253,-11,372,2021-03-27T00:00:00,11033,11033,5342,16375
ΗΜΑΘΙΑΣ,201,86,211,-47,297,2021-03-27T00:00:00,11750,11750,6222,17972
ΗΡΑΚΛΕΙΟΥ,1301,302,511,-44,813,2021-03-27T00:00:00,25077,25077,13811,38888
ΘΑΣΟΥ,103,58,2,6,60,2021-03-27T00:00:00,660,660,454,1114
ΘΕΣΠΡΩΤΙΑΣ,402,58,211,4,269,2021-03-27T00:00:00,6228,6228,3091,9319
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,1071,2801,-330,3872,2021-03-27T00:00:00,114523,114525,64782,179307
ΘΗΡΑΣ,1202,40,44,36,84,2021-03-27T00:00:00,1180,1180,580,1760
ΙΘΑΚΗΣ,602,12,30,-30,42,2021-03-27T00:00:00,826,826,464,1290
ΙΚΑΡΙΑΣ,1101,9,48,8,57,2021-03-27T00:00:00,1475,1475,1021,2496
ΙΩΑΝΝΙΝΩΝ,403,162,355,-30,517,2021-03-27T00:00:00,17851,17852,10639,28491
ΚΑΒΑΛΑΣ,104,143,212,-12,355,2021-03-27T00:00:00,10620,10620,5909,16529
ΚΑΛΥΜΝΟΥ,1203,2,69,-31,71,2021-03-27T00:00:00,1569,1569,1273,2842
ΚΑΡΔΙΤΣΑΣ,501,87,204,-25,291,2021-03-27T00:00:00,12843,12843,5560,18403
ΚΑΡΠΑΘΟΥ,1204,49,23,18,72,2021-03-27T00:00:00,658,658,390,1048
ΚΑΣΤΟΡΙΑΣ,302,57,161,-12,218,2021-03-27T00:00:00,6169,6169,2933,9102
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,125,0,95,125,2021-03-27T00:00:00,698,698,40,738
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1304,2350,-597,3654,2021-03-27T00:00:00,147407,147408,80726,228134
ΚΕΡΚΥΡΑΣ,603,78,253,-50,331,2021-03-27T00:00:00,9061,9061,4559,13620
ΚΕΦΑΛΛΗΝΙΑΣ,604,1,131,-27,132,2021-03-27T00:00:00,4170,4170,2329,6499
ΚΙΛΚΙΣ,203,12,284,-108,296,2021-03-27T00:00:00,8006,8006,4710,12716
ΚΟΖΑΝΗΣ,303,123,267,9,390,2021-03-27T00:00:00,13209,13209,6189,19398
ΚΟΡΙΝΘΙΑΣ,1003,128,157,-16,285,2021-03-27T00:00:00,10507,10507,3969,14476
ΚΩ,1206,22,102,-64,124,2021-03-27T00:00:00,3412,3412,1783,5195
ΛΑΚΩΝΙΑΣ,1004,39,152,-5,191,2021-03-27T00:00:00,8151,8151,3999,12150
ΛΑΡΙΣΑΣ,502,234,220,-117,454,2021-03-27T00:00:00,21626,21626,9769,31395
ΛΑΣΙΘΙΟΥ,1302,63,300,-13,363,2021-03-27T00:00:00,8993,8993,5705,14698
ΛΕΣΒΟΥ,1102,52,154,-10,206,2021-03-27T00:00:00,6614,6614,3331,9945
ΛΕΥΚΑΔΑΣ,605,16,49,1,65,2021-03-27T00:00:00,3570,3570,1955,5525
ΛΗΜΝΟΥ,1103,29,58,-2,87,2021-03-27T00:00:00,1709,1709,1025,2734
ΜΑΓΝΗΣΙΑΣ,503,178,260,-72,438,2021-03-27T00:00:00,14601,14601,6799,21400
ΜΕΣΣΗΝΙΑΣ,1005,89,258,-10,347,2021-03-27T00:00:00,12455,12455,6728,19183
ΜΗΛΟΥ,1207,44,4,-93,48,2021-03-27T00:00:00,1524,1524,352,1876
ΜΥΚΟΝΟΥ,1208,54,0,-6,54,2021-03-27T00:00:00,393,393,172,565
ΝΑΞΟΥ,1209,1,53,0,54,2021-03-27T00:00:00,898,898,660,1558
ΝΗΣΩΝ,906,120,104,-84,224,2021-03-27T00:00:00,5062,5062,2350,7412
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,465,275,-117,740,2021-03-27T00:00:00,28695,28695,11299,39994
ΞΑΝΘΗΣ,105,33,189,-46,222,2021-03-27T00:00:00,6881,6881,3812,10693
ΠΑΡΟΥ,1210,45,3,-6,48,2021-03-27T00:00:00,518,518,316,834
ΠΕΙΡΑΙΩΣ,908,377,954,-42,1331,2021-03-27T00:00:00,43863,43863,20846,64709
ΠΕΛΛΑΣ,204,17,267,-94,284,2021-03-27T00:00:00,13311,13311,6881,20192
ΠΙΕΡΙΑΣ,205,97,215,-13,312,2021-03-27T00:00:00,9336,9336,5202,14538
ΠΡΕΒΕΖΑΣ,404,81,58,-22,139,2021-03-27T00:00:00,5898,5898,1630,7528
ΡΕΘΥΜΝΟΥ,1303,4,228,-36,232,2021-03-27T00:00:00,7649,7649,4001,11650
ΡΟΔΟΠΗΣ,106,75,103,-40,178,2021-03-27T00:00:00,6540,6540,3299,9839
ΡΟΔΟΥ,1211,114,216,26,330,2021-03-27T00:00:00,8131,8131,4365,12496
ΣΑΜΟΥ,1104,9,52,-11,61,2021-03-27T00:00:00,2614,2614,1152,3766
ΣΕΡΡΩΝ,206,138,159,-47,297,2021-03-27T00:00:00,12686,12686,5148,17834
ΣΠΟΡΑΔΩΝ,504,0,0,-96,0,2021-03-27T00:00:00,807,807,351,1158
ΣΥΡΟΥ,1212,55,52,-6,107,2021-03-27T00:00:00,2147,2147,1085,3232
ΤΗΝΟΥ,1213,54,0,0,54,2021-03-27T00:00:00,530,530,315,845
ΤΡΙΚΑΛΩΝ,505,113,219,-49,332,2021-03-27T00:00:00,12723,12723,6545,19268
ΦΘΙΩΤΙΔΑΣ,804,157,220,-4,377,2021-03-27T00:00:00,11228,11228,5552,16780
ΦΛΩΡΙΝΑΣ,304,7,161,12,168,2021-03-27T00:00:00,4875,4875,2594,7469
ΦΩΚΙΔΑΣ,805,2,52,-4,54,2021-03-27T00:00:00,2708,2708,1361,4069
ΧΑΛΚΙΔΙΚΗΣ,207,19,298,-37,317,2021-03-27T00:00:00,9250,9250,4279,13529
ΧΑΝΙΩΝ,1304,109,422,-49,531,2021-03-27T00:00:00,16614,16614,8891,25505
ΧΙΟΥ,1105,64,56,-92,120,2021-03-27T00:00:00,5074,5075,2562,7637
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,294,117,-43,411,2021-03-31T00:00:00,14707,14707,5505,20212
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,391,405,-48,796,2021-03-31T00:00:00,31058,31058,12826,43884
ΑΝΔΡΟΥ,1201,30,0,-21,30,2021-03-31T00:00:00,646,646,297,943
ΑΡΓΟΛΙΔΑΣ,1001,111,148,-14,259,2021-03-31T00:00:00,8725,8725,4320,13045
ΑΡΚΑΔΙΑΣ,1002,178,139,-48,317,2021-03-31T00:00:00,8863,8863,4083,12946
ΑΡΤΑΣ,401,74,96,-39,170,2021-03-31T00:00:00,6466,6466,4460,10926
ΑΧΑΪΑΣ,702,293,472,0,765,2021-03-31T00:00:00,25499,25499,14921,40420
ΒΟΙΩΤΙΑΣ,801,222,176,-30,398,2021-03-31T00:00:00,12277,12277,4755,17032
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,618,3148,-158,3766,2021-03-31T00:00:00,137964,137965,88143,226108
ΓΡΕΒΕΝΩΝ,301,46,78,-1,124,2021-03-31T00:00:00,3565,3565,2081,5646
ΔΡΑΜΑΣ,101,78,171,-43,249,2021-03-31T00:00:00,8382,8382,5063,13445
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,109,166,-79,275,2021-03-31T00:00:00,9257,9257,5065,14322
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,350,891,6,1241,2021-03-31T00:00:00,44140,44140,24361,68501
ΕΒΡΟΥ,102,228,240,-30,468,2021-03-31T00:00:00,15317,15317,8653,23970
ΕΥΒΟΙΑΣ,802,247,460,-150,707,2021-03-31T00:00:00,18202,18202,10438,28640
ΕΥΡΥΤΑΝΙΑΣ,803,12,43,-1,55,2021-03-31T00:00:00,1768,1768,1058,2826
ΖΑΚΥΝΘΟΥ,601,57,84,-5,141,2021-03-31T00:00:00,3163,3163,2176,5339
ΗΛΕΙΑΣ,703,157,238,-16,395,2021-03-31T00:00:00,11483,11483,6073,17556
ΗΜΑΘΙΑΣ,201,168,133,-37,301,2021-03-31T00:00:00,12175,12175,6690,18865
ΗΡΑΚΛΕΙΟΥ,1301,355,365,-76,720,2021-03-31T00:00:00,26211,26211,14985,41196
ΘΑΣΟΥ,103,41,0,-13,41,2021-03-31T00:00:00,810,810,454,1264
ΘΕΣΠΡΩΤΙΑΣ,402,49,148,-42,197,2021-03-31T00:00:00,6412,6412,3613,10025
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,1084,2485,-100,3569,2021-03-31T00:00:00,117965,117967,72324,190291
ΘΗΡΑΣ,1202,4,28,-47,32,2021-03-31T00:00:00,1223,1223,723,1946
ΙΘΑΚΗΣ,602,7,23,-18,30,2021-03-31T00:00:00,836,836,574,1410
ΙΚΑΡΙΑΣ,1101,11,28,2,39,2021-03-31T00:00:00,1503,1503,1101,2604
ΙΩΑΝΝΙΝΩΝ,403,214,204,-37,418,2021-03-31T00:00:00,18500,18501,11357,29858
ΚΑΒΑΛΑΣ,104,151,194,-28,345,2021-03-31T00:00:00,11064,11064,6507,17571
ΚΑΛΥΜΝΟΥ,1203,5,33,-28,38,2021-03-31T00:00:00,1584,1584,1441,3025
ΚΑΡΔΙΤΣΑΣ,501,264,107,-41,371,2021-03-31T00:00:00,13492,13492,5976,19468
ΚΑΡΠΑΘΟΥ,1204,17,25,18,42,2021-03-31T00:00:00,808,808,456,1264
ΚΑΣΤΟΡΙΑΣ,302,64,130,-14,194,2021-03-31T00:00:00,6357,6357,3352,9709
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,5,18,-1,23,2021-03-31T00:00:00,716,716,72,788
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1162,2242,-17,3404,2021-03-31T00:00:00,151123,151124,87264,238388
ΚΕΡΚΥΡΑΣ,603,95,237,-36,332,2021-03-31T00:00:00,9347,9347,5260,14607
ΚΕΦΑΛΛΗΝΙΑΣ,604,52,111,38,163,2021-03-31T00:00:00,4231,4231,2702,6933
ΚΙΛΚΙΣ,203,67,230,-11,297,2021-03-31T00:00:00,8164,8164,5460,13624
ΚΟΖΑΝΗΣ,303,132,188,-24,320,2021-03-31T00:00:00,13617,13617,6768,20385
ΚΟΡΙΝΘΙΑΣ,1003,197,86,-29,283,2021-03-31T00:00:00,11096,11096,4240,15336
ΚΩ,1206,18,59,-22,77,2021-03-31T00:00:00,3498,3498,1993,5491
ΛΑΚΩΝΙΑΣ,1004,141,127,-22,268,2021-03-31T00:00:00,8494,8494,4402,12896
ΛΑΡΙΣΑΣ,502,451,153,-144,604,2021-03-31T00:00:00,22917,22917,10233,33150
ΛΑΣΙΘΙΟΥ,1302,86,227,-3,313,2021-03-31T00:00:00,9238,9238,6430,15668
ΛΕΣΒΟΥ,1102,56,142,0,198,2021-03-31T00:00:00,6783,6783,3773,10556
ΛΕΥΚΑΔΑΣ,605,51,51,-14,102,2021-03-31T00:00:00,3687,3687,2120,5807
ΛΗΜΝΟΥ,1103,133,42,92,175,2021-03-31T00:00:00,1905,1905,1170,3075
ΜΑΓΝΗΣΙΑΣ,503,188,282,-53,470,2021-03-31T00:00:00,15204,15204,7666,22870
ΜΕΣΣΗΝΙΑΣ,1005,218,217,-1,435,2021-03-31T00:00:00,12973,12973,7424,20397
ΜΗΛΟΥ,1207,24,0,-191,24,2021-03-31T00:00:00,1799,1799,443,2242
ΜΥΚΟΝΟΥ,1208,6,0,-6,6,2021-03-31T00:00:00,459,459,172,631
ΝΑΞΟΥ,1209,0,35,-13,35,2021-03-31T00:00:00,901,901,788,1689
ΝΗΣΩΝ,906,196,118,-202,314,2021-03-31T00:00:00,5757,5757,2875,8632
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,416,257,-2,673,2021-03-31T00:00:00,30024,30024,12063,42087
ΞΑΝΘΗΣ,105,77,132,-46,209,2021-03-31T00:00:00,7103,7103,4271,11374
ΠΑΡΟΥ,1210,101,0,24,101,2021-03-31T00:00:00,743,743,317,1060
ΠΕΙΡΑΙΩΣ,908,368,736,-108,1104,2021-03-31T00:00:00,45004,45004,23166,68170
ΠΕΛΛΑΣ,204,39,232,-24,271,2021-03-31T00:00:00,13458,13459,7596,21055
ΠΙΕΡΙΑΣ,205,98,168,28,266,2021-03-31T00:00:00,9619,9619,5689,15308
ΠΡΕΒΕΖΑΣ,404,124,48,-23,172,2021-03-31T00:00:00,6246,6246,1782,8028
ΡΕΘΥΜΝΟΥ,1303,57,156,-48,213,2021-03-31T00:00:00,7842,7842,4533,12375
ΡΟΔΟΠΗΣ,106,125,106,4,231,2021-03-31T00:00:00,6869,6869,3625,10494
ΡΟΔΟΥ,1211,110,113,-28,223,2021-03-31T00:00:00,8488,8488,4778,13266
ΣΑΜΟΥ,1104,36,48,-14,84,2021-03-31T00:00:00,2717,2717,1298,4015
ΣΕΡΡΩΝ,206,290,148,-27,438,2021-03-31T00:00:00,13454,13454,5598,19052
ΣΠΟΡΑΔΩΝ,504,13,41,12,54,2021-03-31T00:00:00,843,843,411,1254
ΣΥΡΟΥ,1212,37,48,0,85,2021-03-31T00:00:00,2273,2273,1231,3504
ΤΗΝΟΥ,1213,36,0,-6,36,2021-03-31T00:00:00,662,662,315,977
ΤΡΙΚΑΛΩΝ,505,222,113,-28,335,2021-03-31T00:00:00,13295,13295,6953,20248
ΦΘΙΩΤΙΔΑΣ,804,151,191,-43,342,2021-03-31T00:00:00,11715,11715,6171,17886
ΦΛΩΡΙΝΑΣ,304,28,132,-71,160,2021-03-31T00:00:00,4991,4991,3019,8010
ΦΩΚΙΔΑΣ,805,42,42,-73,84,2021-03-31T00:00:00,2861,2861,1502,4363
ΧΑΛΚΙΔΙΚΗΣ,207,164,219,-28,383,2021-03-31T00:00:00,9643,9643,5014,14657
ΧΑΝΙΩΝ,1304,151,356,-70,507,2021-03-31T00:00:00,17102,17102,10029,27131
ΧΙΟΥ,1105,83,50,-18,133,2021-03-31T00:00:00,5350,5351,2720,8071
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,221,84,-35,305,2021-03-29T00:00:00,14077,14077,5270,19347
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,395,426,63,821,2021-03-29T00:00:00,30241,30241,12003,42244
ΑΝΔΡΟΥ,1201,54,0,6,54,2021-03-29T00:00:00,566,566,296,862
ΑΡΓΟΛΙΔΑΣ,1001,85,153,3,238,2021-03-29T00:00:00,8466,8466,4047,12513
ΑΡΚΑΔΙΑΣ,1002,104,152,21,256,2021-03-29T00:00:00,8458,8458,3806,12264
ΑΡΤΑΣ,401,57,144,34,201,2021-03-29T00:00:00,6277,6277,4270,10547
ΑΧΑΪΑΣ,702,279,505,-29,784,2021-03-29T00:00:00,24885,24885,14005,38890
ΒΟΙΩΤΙΑΣ,801,121,194,7,315,2021-03-29T00:00:00,11813,11813,4393,16206
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,1492,2980,642,4472,2021-03-29T00:00:00,136493,136494,81924,218418
ΓΡΕΒΕΝΩΝ,301,25,95,-7,120,2021-03-29T00:00:00,3481,3481,1916,5397
ΔΡΑΜΑΣ,101,72,179,-3,251,2021-03-29T00:00:00,8212,8212,4692,12904
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,54,303,-8,357,2021-03-29T00:00:00,9015,9015,4678,13693
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,309,883,-89,1192,2021-03-29T00:00:00,43438,43438,22587,66025
ΕΒΡΟΥ,102,99,297,-39,396,2021-03-29T00:00:00,14888,14888,8116,23004
ΕΥΒΟΙΑΣ,802,186,478,52,664,2021-03-29T00:00:00,17654,17654,9422,27076
ΕΥΡΥΤΑΝΙΑΣ,803,9,47,-3,56,2021-03-29T00:00:00,1738,1738,977,2715
ΖΑΚΥΝΘΟΥ,601,58,97,2,155,2021-03-29T00:00:00,3056,3056,1996,5052
ΗΛΕΙΑΣ,703,128,247,3,375,2021-03-29T00:00:00,11161,11161,5589,16750
ΗΜΑΘΙΑΣ,201,61,193,-43,254,2021-03-29T00:00:00,11811,11811,6415,18226
ΗΡΑΚΛΕΙΟΥ,1301,355,437,-21,792,2021-03-29T00:00:00,25432,25432,14248,39680
ΘΑΣΟΥ,103,55,0,-5,55,2021-03-29T00:00:00,715,715,454,1169
ΘΕΣΠΡΩΤΙΑΣ,402,63,207,1,270,2021-03-29T00:00:00,6291,6291,3298,9589
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,1182,2564,-126,3746,2021-03-29T00:00:00,115705,115707,67346,183053
ΘΗΡΑΣ,1202,24,51,-9,75,2021-03-29T00:00:00,1204,1204,631,1835
ΙΘΑΚΗΣ,602,2,40,0,42,2021-03-29T00:00:00,828,828,504,1332
ΙΚΑΡΙΑΣ,1101,4,28,-25,32,2021-03-29T00:00:00,1479,1479,1049,2528
ΙΩΑΝΝΙΝΩΝ,403,202,292,-23,494,2021-03-29T00:00:00,18053,18054,10931,28985
ΚΑΒΑΛΑΣ,104,118,206,-31,324,2021-03-29T00:00:00,10738,10738,6115,16853
ΚΑΛΥΜΝΟΥ,1203,5,74,8,79,2021-03-29T00:00:00,1574,1574,1347,2921
ΚΑΡΔΙΤΣΑΣ,501,91,191,-9,282,2021-03-29T00:00:00,12934,12934,5751,18685
ΚΑΡΠΑΘΟΥ,1204,132,18,78,150,2021-03-29T00:00:00,790,790,408,1198
ΚΑΣΤΟΡΙΑΣ,302,54,151,-13,205,2021-03-29T00:00:00,6223,6223,3084,9307
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,3,0,-122,3,2021-03-29T00:00:00,701,701,40,741
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1325,2104,-225,3429,2021-03-29T00:00:00,148732,148733,82830,231563
ΚΕΡΚΥΡΑΣ,603,72,215,-44,287,2021-03-29T00:00:00,9133,9133,4774,13907
ΚΕΦΑΛΛΗΝΙΑΣ,604,1,145,14,146,2021-03-29T00:00:00,4171,4171,2474,6645
ΚΙΛΚΙΣ,203,21,282,7,303,2021-03-29T00:00:00,8027,8027,4992,13019
ΚΟΖΑΝΗΣ,303,122,201,-67,323,2021-03-29T00:00:00,13331,13331,6390,19721
ΚΟΡΙΝΘΙΑΣ,1003,162,103,-20,265,2021-03-29T00:00:00,10669,10669,4072,14741
ΚΩ,1206,44,76,-4,120,2021-03-29T00:00:00,3456,3456,1859,5315
ΛΑΚΩΝΙΑΣ,1004,47,141,-3,188,2021-03-29T00:00:00,8198,8198,4140,12338
ΛΑΡΙΣΑΣ,502,236,167,-51,403,2021-03-29T00:00:00,21862,21862,9936,31798
ΛΑΣΙΘΙΟΥ,1302,50,291,-22,341,2021-03-29T00:00:00,9043,9043,5996,15039
ΛΕΣΒΟΥ,1102,58,157,9,215,2021-03-29T00:00:00,6672,6672,3488,10160
ΛΕΥΚΑΔΑΣ,605,4,60,-1,64,2021-03-29T00:00:00,3574,3574,2015,5589
ΛΗΜΝΟΥ,1103,30,53,-4,83,2021-03-29T00:00:00,1739,1739,1078,2817
ΜΑΓΝΗΣΙΑΣ,503,176,301,39,477,2021-03-29T00:00:00,14777,14777,7100,21877
ΜΕΣΣΗΝΙΑΣ,1005,88,255,-4,343,2021-03-29T00:00:00,12543,12543,6983,19526
ΜΗΛΟΥ,1207,72,55,79,127,2021-03-29T00:00:00,1596,1596,407,2003
ΜΥΚΟΝΟΥ,1208,48,0,-6,48,2021-03-29T00:00:00,441,441,172,613
ΝΑΞΟΥ,1209,3,45,-6,48,2021-03-29T00:00:00,901,901,705,1606
ΝΗΣΩΝ,906,201,189,166,390,2021-03-29T00:00:00,5263,5263,2539,7802
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,492,253,5,745,2021-03-29T00:00:00,29187,29187,11552,40739
ΞΑΝΘΗΣ,105,49,168,-5,217,2021-03-29T00:00:00,6930,6930,3980,10910
ΠΑΡΟΥ,1210,47,1,0,48,2021-03-29T00:00:00,565,565,317,882
ΠΕΙΡΑΙΩΣ,908,346,799,-186,1145,2021-03-29T00:00:00,44209,44209,21645,65854
ΠΕΛΛΑΣ,204,50,247,13,297,2021-03-29T00:00:00,13360,13361,7128,20489
ΠΙΕΡΙΑΣ,205,101,165,-46,266,2021-03-29T00:00:00,9437,9437,5367,14804
ΠΡΕΒΕΖΑΣ,404,81,52,-6,133,2021-03-29T00:00:00,5979,5979,1682,7661
ΡΕΘΥΜΝΟΥ,1303,45,206,19,251,2021-03-29T00:00:00,7694,7694,4207,11901
ΡΟΔΟΠΗΣ,106,79,118,19,197,2021-03-29T00:00:00,6619,6619,3417,10036
ΡΟΔΟΥ,1211,136,160,-34,296,2021-03-29T00:00:00,8267,8267,4525,12792
ΣΑΜΟΥ,1104,15,52,6,67,2021-03-29T00:00:00,2629,2629,1204,3833
ΣΕΡΡΩΝ,206,160,155,18,315,2021-03-29T00:00:00,12846,12846,5303,18149
ΣΠΟΡΑΔΩΝ,504,0,0,0,0,2021-03-29T00:00:00,807,807,351,1158
ΣΥΡΟΥ,1212,52,50,-5,102,2021-03-29T00:00:00,2199,2199,1135,3334
ΤΗΝΟΥ,1213,54,0,0,54,2021-03-29T00:00:00,584,584,315,899
ΤΡΙΚΑΛΩΝ,505,107,175,-50,282,2021-03-29T00:00:00,12830,12830,6720,19550
ΦΘΙΩΤΙΔΑΣ,804,160,219,2,379,2021-03-29T00:00:00,11388,11388,5771,17159
ΦΛΩΡΙΝΑΣ,304,22,128,-18,150,2021-03-29T00:00:00,4897,4897,2722,7619
ΦΩΚΙΔΑΣ,805,2,51,-1,53,2021-03-29T00:00:00,2710,2710,1412,4122
ΧΑΛΚΙΔΙΚΗΣ,207,54,280,17,334,2021-03-29T00:00:00,9304,9304,4559,13863
ΧΑΝΙΩΝ,1304,129,413,11,542,2021-03-29T00:00:00,16743,16743,9304,26047
ΧΙΟΥ,1105,90,60,30,150,2021-03-29T00:00:00,5164,5165,2622,7787
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,336,118,149,454,2021-03-30T00:00:00,14413,14413,5388,19801
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,426,418,23,844,2021-03-30T00:00:00,30667,30667,12421,43088
ΑΝΔΡΟΥ,1201,50,1,-3,51,2021-03-30T00:00:00,616,616,297,913
ΑΡΓΟΛΙΔΑΣ,1001,148,125,35,273,2021-03-30T00:00:00,8614,8614,4172,12786
ΑΡΚΑΔΙΑΣ,1002,227,138,109,365,2021-03-30T00:00:00,8685,8685,3944,12629
